place,rainfall,groundwater_refilled_total,groundwater_refilled_nonirrigated,groundwater_refilled_irrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year,state
dubepur,887.59,7141.22,0,7141.22,4276.74,2485.773266,safe,19228,0,19228,2022,Unknown
dharmapur,901.72,3753.95,0,3753.95,2888.2,2485.773266,semi_critical,10003,0,10003,2022,Madhya Pradesh
misrikh,991.26,9226.85,0,9226.85,3951.47,2485.773266,safe,30253,0,30253,2022,Unknown
sarsawan,846.45,8061.33,0,8061.33,4136.64,2485.773266,safe,26582,0,26582,2022,Unknown
haldaur (khari jhalu),1053.5,15473.35,0,15473.35,8693.76,2485.773266,safe,42710,0,42710,2022,Unknown
sursa,816.35,10072.83,0,10072.83,5793.61,2485.773266,safe,31730,0,31730,2022,Unknown
mahewa,587.48,13028.88,0,13028.88,5145.03,2485.773266,safe,32597,0,32597,2022,Unknown
tulsipur,1065.2,12765.03,0,12765.03,6749.68,2485.773266,safe,47761,0,47761,2022,Unknown
pather dewa,1086.19,9019.25,0,9019.25,5203.81,2485.773266,safe,15857,0,15857,2022,Unknown
kasganj,724.77,8756.64,0,8756.64,6774.59,2485.773266,semi_critical,23178,0,23178,2022,Unknown
lambhua,887.59,8536.09,0,8536.09,5242.55,2485.773266,safe,21487,0,21487,2022,Unknown
amroha,1805.18,15300.66,0,15300.66,12214.41,2485.773266,semi_critical,33284,0,33284,2022,Unknown
suitha kalan,901.72,7115.29,0,7115.29,4293.39,2485.773266,safe,21089,0,21089,2022,Unknown
jalesar,658.23,6044.76,0,6044.76,5109.98,2485.773266,semi_critical,24046,0,24046,2022,Unknown
sultanganj,659.74,9391.81,0,9391.81,6031.58,2485.773266,safe,31259,0,31259,2022,Unknown
hapur,788.32,10352.41,0,10352.41,9551.56,2485.773266,critical,33045,0,33045,2022,Kerala
chirgaon,764.99,14656.74,0,14656.74,7395.72,2485.773266,safe,72033,0,73052,2022,Unknown
dohri ghat,897.3,5735.71,0,5735.71,3485.27,2485.773266,safe,17525,0,17525,2022,Unknown
rasra,922.03,4521.99,0,4521.99,2954.81,2485.773266,safe,20493,0,20493,2022,Unknown
muratganj,846.45,5163.56,0,5163.56,5105.08,2485.773266,over_exploited,20891,0,20891,2022,Unknown
bah,614.65,5422.36,0,5422.36,4815.41,2485.773266,critical,27946,0,27946,2022,Madhya Pradesh
birdha,909.89,7334.55,0,7334.55,5677.14,2485.773266,semi_critical,69004,0,112804,2022,Unknown
jalalabad,714.62,2318.47,0,2318.47,4520.86,2485.773266,over_exploited,12220,0,12220,2022,Unknown
malsa,670.38,6905.88,0,6905.88,4920.49,2485.773266,semi_critical,28163,0,28163,2022,Unknown
hargaon,991.26,15765.15,0,15765.15,8006.46,2485.773266,safe,27962,0,27962,2022,Unknown
rajepur,753.48,5249.12,0,5249.12,2915.8,2485.773266,safe,41171,0,41171,2022,Unknown
palhani,900.26,3871.62,0,3871.62,2371.8,2485.773266,safe,12728,0,12728,2022,Unknown
chandrakona-ii,1565.6,7107.46,0,7107.46,5311.3,2485.773266,semi_critical,15044,0,15044,2022,Unknown
english bazar,1447.6,8709.02,8709.02,0,1683.02,1683.02,safe,0,25185,25185,2022,Unknown
kultali,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,30618,2022,Unknown
arsha,1363.3,3204.22,3204.22,0,427.69,427.69,safe,0,37504,37504,2022,Unknown
bagnan-ii,1600,0,0,0,0,2485.773266,salinity,0,0,7752,2022,Unknown
nanoor,1469.3,10381.62,0,10381.62,2081.44,2485.773266,safe,31194,0,31194,2022,Unknown
hingalganj,1623.6,0,0,0,0,2485.773266,salinity,0,0,23880,2022,Unknown
santipur,1443.8,9118.51,9118.51,0,7473.29,7473.29,critical,0,17140,17140,2022,Unknown
egra-ii,1669.6,7306.46,7306.46,0,2286.92,2286.92,safe,0,18471,18471,2022,Unknown
tehatta-i,1443.8,11170.81,11170.81,0,9174.28,9174.28,critical,0,24955,24955,2022,Madhya Pradesh
purulia-i,1363.3,2477.41,2477.41,0,575.65,575.65,safe,0,28150,28150,2022,Unknown
katwa-i,1348.2,6001.91,0,6001.91,2374.44,2485.773266,safe,17747,0,17747,2022,Unknown
kulpi,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,21085,2022,Unknown
raghunathpur-ii,1363.3,2243.34,2243.34,0,305.56,305.56,safe,0,19767,19767,2022,Unknown
shyampur-i,1600,0,0,0,0,2485.773266,salinity,0,0,11392,2022,Unknown
kaliachak-ii,1447.6,7209.51,7209.51,0,2309.41,2309.41,safe,0,20917,20917,2022,Unknown
illambazar,1469.3,9634.44,0,9634.44,5215.48,2485.773266,safe,26155,0,26155,2022,Unknown
bundwan,1363.3,2778.42,2778.42,0,234.42,234.42,safe,0,35125,35125,2022,Unknown
bolpur sriniketan,1469.3,10655.42,0,10655.42,1956.42,2485.773266,safe,34772,0,34772,2022,Unknown
potashpur-ii,1669.6,7548.48,7548.48,0,3326.77,3326.77,safe,0,19174,19174,2022,Unknown
kalimpong-ii,3061.3,941.95,941.95,0,14.82,14.82,safe,0,4825,24126,2022,Unknown
ramnagar-ii,1669.6,0,0,0,0,2485.773266,salinity,0,0,16327,2022,Unknown
falakata,3468.3,19253.63,19253.63,0,2083.31,2083.31,safe,0,35398,35398,2022,Unknown
midnapore,1565.6,10349.94,7607.58,2742.36,3853.57,3800.8,safe,10155,24045,34200,2022,Unknown
goalpokhar-ii,1912.4,11548.66,10687.38,861.28,7110.97,7025.29,safe,2987,26882,29869,2022,Unknown
phansidewa,3061.3,14419.65,12982.73,1436.92,1611.96,1611.96,safe,3121,28089,31210,2022,Unknown
purulia-ii,1363.3,2841.24,2841.24,0,445.72,445.72,safe,0,31010,31010,2022,Unknown
amdanga,1623.6,6335.67,6335.67,0,2424.43,2424.43,safe,0,13928,13928,2022,Unknown
neturia,1363.3,4170.11,4170.11,0,291.9,291.9,safe,0,20365,20365,2022,Unknown
maynaguri,3468.3,30479.77,27682.55,2797.22,6278.54,6247.93,safe,5306,47754,53060,2022,Unknown
dinhata-ii,3286.3,15338.37,15338.37,0,6109.97,6109.97,safe,0,24698,24698,2022,Unknown
jaynagar-i,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,13686,2022,Unknown
kumargram,3468.3,33334.56,33334.56,0,1805.48,1805.48,safe,0,51768,51768,2022,Unknown
nanda kumar,1669.6,0,0,0,0,2485.773266,salinity,0,0,16570,2022,Unknown
nabadwip,1443.8,4857.94,4857.94,0,3824.1,3824.1,semi_critical,0,9739,9739,2022,Unknown
singur,1476.1,6679.42,4045.9,2633.52,3608.53,3563.72,safe,7583,8902,16485,2022,Unknown
chapra,1443.8,15981.12,15981.12,0,13371.14,13371.14,critical,0,30598,30598,2022,Unknown
raiganj,1912.4,17012.7,17012.7,0,7324.4,7324.4,safe,0,47213,47213,2022,Unknown
galsi-i,1348.2,7123.71,0,7123.71,1531.88,2485.773266,safe,25737,0,25737,2022,Unknown
memari-ii,1348.2,7962.75,0,7962.75,3095.7,2485.773266,safe,20159,0,20159,2022,Unknown
swarupnagar,1623.6,13004.5,13004.5,0,8365.41,8365.41,safe,0,21513,21513,2022,Unknown
kalyani,1443.8,1150.84,1150.84,0,910.13,910.13,semi_critical,0,2921,2921,2022,Unknown
kaliachak-iii,1447.6,4843.58,4843.58,0,2710.04,2710.04,safe,0,12737,12737,2022,Unknown
harischandrapur-ii,1447.6,8795.89,8795.89,0,4389.85,4389.85,safe,0,21720,21720,2022,Unknown
para,1363.3,3220.38,3220.38,0,480.52,480.52,safe,0,31259,31259,2022,Madhya Pradesh
raipur,1537.7,4630.78,3637.32,993.46,1856.71,1816.6,safe,8000,28992,36992,2022,Chhattisgarh
nalhati-ii,1469.3,3777.31,0,3777.31,1225.29,2485.773266,safe,10916,0,10916,2022,Unknown
ausgram-ii,1348.2,13721.94,5440.15,8281.79,3921.23,3883.94,safe,24850,11195,36045,2022,Unknown
kharibari,3061.3,6853.68,6187.79,665.89,1161.55,1137.56,safe,1449,13039,14488,2022,Unknown
jhalda-ii,1363.3,2513.77,2513.77,0,558.59,558.59,safe,0,25661,25661,2022,Unknown
dubrajpur,1469.3,9807.07,0,9807.07,1009.3,2485.773266,safe,36095,0,36095,2022,Unknown
magrahat-i,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,11904,2022,Uttar Pradesh
bankura-i,1537.7,2484.91,2484.91,0,451.15,451.15,safe,0,19015,19015,2022,Unknown
ausgram-i,1348.2,8974.13,4954.75,4019.38,3112.51,3082.7,safe,11547,10687,22234,2022,Unknown
karimpur-i,1443.8,10593.53,10593.53,0,8277.21,8277.21,semi_critical,0,21578,21578,2022,Unknown
burdwan-i,1348.2,10831.95,0,10831.95,3578.96,2485.773266,safe,29460,0,29460,2022,Unknown
sitai,3286.3,10216.95,10216.95,0,4801.93,4801.93,safe,0,16082,16082,2022,Unknown
khatra,1537.7,2481.21,0,2481.21,253.28,2485.773266,safe,23182,0,23182,2022,Unknown
hanskhali,1443.8,11882.04,11882.04,0,8160.37,8160.37,semi_critical,0,24628,24628,2022,Unknown
contai-ii,1669.6,0,0,0,0,2485.773266,salinity,0,0,17030,2022,Unknown
amta-ii,1600,4266.92,4266.92,0,511.04,511.04,safe,0,13542,13542,2022,Unknown
khanakul-ii,1476.1,4485.34,4485.34,0,599.42,599.42,safe,0,12184,12184,2022,Unknown
chandrakona-i,1565.6,9904.02,0,9904.02,5288.01,2485.773266,safe,23760,0,23760,2022,Unknown
kmc,0,7134.088823,0,0,0,2485.773266,salinity,0,0,18700,2022,Unknown
goghat-ii,1476.1,7942.27,5952.15,1990.12,6028.07,5987.84,semi_critical,7601,11402,19003,2022,Unknown
thakurpukur mahestala,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,10726,2022,Unknown
taldangra,1537.7,10846.86,8140.76,2706.1,1437.42,1399.24,safe,9270,25704,34974,2022,Unknown
ketugram-ii,1348.2,5279.25,2954.27,2324.98,1182.31,1152.98,safe,7442,8561,16003,2022,Unknown
suti-ii,1433.2,3245.9,3245.9,0,1521.47,1521.47,safe,0,9486,9486,2022,Unknown
minakhan,1623.6,0,0,0,0,2485.773266,salinity,0,0,15882,2022,Unknown
jalangi,1433.2,5055.34,5055.34,0,2581.11,2581.11,safe,0,12200,12200,2022,Unknown
basanti,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,40421,2022,Unknown
kharagpur-ii,1565.6,12240.32,8571.18,3669.14,7811.92,7760.1,semi_critical,10221,16342,26563,2022,Unknown
dhupguri,3468.3,15295.06,15295.06,0,2212.72,2212.72,safe,0,27788,27788,2022,Unknown
ratua-ii,1447.6,3987.47,3987.47,0,2938.41,2938.41,semi_critical,0,10129,10129,2022,Unknown
haldibari,3286.3,9574.95,9574.95,0,3583.52,3583.52,safe,0,16288,16288,2022,Unknown
purbasthali-i,1348.2,5750.31,5750.31,0,2056.78,2056.78,safe,0,14844,14844,2022,West Bengal
sahid matangini,1669.6,0,0,0,0,2485.773266,salinity,0,0,9782,2022,Unknown
suri-i,1469.3,2380.47,0,2380.47,529.11,2485.773266,safe,16412,0,16412,2022,Unknown
jagatballavpur,1600,4142.27,1155.08,2987.19,658.57,625.07,safe,8992,3497,12489,2022,Unknown
barrackpur-ii,1623.6,11232.19,11232.19,0,1051,1051,safe,0,38305,38305,2022,Unknown
tehatta-ii,1443.8,9417.86,9417.86,0,8175.06,8175.06,critical,0,17247,17247,2022,Madhya Pradesh
panchla,1600,0,0,0,0,2485.773266,salinity,0,0,5342,2022,Unknown
habra-ii,1623.6,5326.76,5326.76,0,2490.35,2490.35,safe,0,11267,11267,2022,West Bengal
labpur,1469.3,10884.42,0,10884.42,3154.49,2485.773266,safe,26800,0,26800,2022,Unknown
haroa,1623.6,8801.1,8801.1,0,1256.3,1256.3,safe,0,15273,15273,2022,Unknown
basirhat-i,1623.6,6408.25,6408.25,0,5890.36,5890.36,critical,0,11184,11184,2022,Unknown
sonamukhi,1537.7,13868.4,9625.6,4242.8,5158.09,5118.54,safe,14507,25178,39685,2022,Unknown
islampur,1912.4,11786.84,10737.62,1049.22,6082.12,5992.25,safe,3294,29650,32944,2022,Unknown
nakashipara,1443.8,18684.41,18684.41,0,15706.7,15706.7,critical,0,36091,36091,2022,Unknown
ranaghat-i,1443.8,5662.41,5662.41,0,3164.84,3164.84,safe,0,14553,14553,2022,Unknown
krishnaganj,1443.8,7927.94,7927.94,0,6646.28,6646.28,critical,0,15159,15159,2022,Andhra Pradesh
gosaba,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,29673,2022,Unknown
bamangola,1447.6,6955.2,6955.2,0,989.89,989.89,safe,0,20620,20620,2022,Unknown
mangolkote,1348.2,13354.97,0,13354.97,8539.97,2485.773266,safe,36544,0,36544,2022,Unknown
daspur-ii,1565.6,6570.36,6570.36,0,1218.09,1218.09,safe,0,16546,16546,2022,Unknown
rangli rangliot,3061.3,962.9,962.9,0,170.12,170.12,safe,0,5460,27299,2022,Unknown
goalpokhar-i,1912.4,14601.17,13245.38,1355.79,8726.9,8631.15,safe,3651,32860,36511,2022,Unknown
gazole,1447.6,12363.54,12363.54,0,3969.6,3969.6,safe,0,31373,31373,2022,Unknown
jorebunglow sukiapokhri,3061.3,877.21,877.21,0,235.6,235.6,safe,0,4437,22183,2022,Unknown
sitalkuchi,3286.3,16997.09,16997.09,0,9043.22,9043.22,safe,0,26251,26251,2022,Unknown
vishnupur,1537.7,17938.35,0,17938.35,9462.46,2485.773266,safe,38775,0,38775,2022,Unknown
barasat-ii,1623.6,6098.84,6098.84,0,3103.04,3103.04,safe,0,10497,10497,2022,Unknown
katwa-ii,1348.2,5835.54,0,5835.54,3006.25,2485.773266,safe,17356,0,17356,2022,Unknown
uluberia-ii,1600,0,0,0,0,2485.773266,salinity,0,0,6298,2022,Unknown
habra-i,1623.6,6875.49,6875.49,0,5519.43,5519.43,semi_critical,0,11736,11736,2022,West Bengal
contai-iii,1669.6,0,0,0,0,2485.773266,salinity,0,0,16052,2022,Unknown
sutahata,1669.6,0,0,0,0,2485.773266,salinity,0,0,7954,2022,Unknown
darjeeling pulbazar,3061.3,1520.09,1520.09,0,457.8,457.8,safe,0,8469,42343,2022,Unknown
sandeshkhali-i,1623.6,0,0,0,0,2485.773266,salinity,0,0,18230,2022,Unknown
shyampur-ii,1600,0,0,0,0,2485.773266,salinity,0,0,10025,2022,Unknown
haripal,1476.1,8055.58,33.52,8022.06,3648.17,2485.773266,safe,18442,0,18442,2022,Unknown
ketugram-i,1348.2,5786.93,3010.12,2776.81,2191.45,1249.4,safe,8550,10848,19398,2022,Unknown
kranti,3468.3,15942.2,15942.2,0,1639.45,1639.45,safe,0,29509,29509,2022,Unknown
sandeshkhali-ii,1623.6,0,0,0,0,2485.773266,salinity,0,0,19721,2022,Unknown
manteswar,1348.2,10866.55,0,10866.55,8316.78,2485.773266,semi_critical,30519,0,30519,2022,Unknown
mayureswar-i,1469.3,8247.31,0,8247.31,2435.68,2485.773266,safe,22484,0,22484,2022,Unknown
raghunathpur-i,1363.3,1730,1730,0,334.71,334.71,safe,0,20182,20182,2022,Unknown
baruipur,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,23566,2022,Unknown
tapan,1584.9,21654.53,21654.53,0,9908.8,9908.8,safe,0,44563,44563,2022,Unknown
nayagram,1535.5,16580.38,16580.38,0,571.85,571.85,safe,0,50144,50144,2022,Uttar Pradesh
indus,1537.7,12120.47,0,12120.47,6055.18,2485.773266,safe,25499,0,25499,2022,Unknown
chanditala-ii,1476.1,2696.73,2696.73,0,784.53,784.53,safe,0,7034,7034,2022,Unknown
chhatna,1537.7,4359.49,4359.49,0,559.89,559.89,safe,0,44747,44747,2022,Unknown
sakrail,1535.5,11287.73,199.64,11088.09,5146.08,2485.773266,safe,27680,0,27680,2022,Unknown
dantan-i,1565.6,11001.93,11001.93,0,4331.47,4331.47,safe,0,25707,25707,2022,Unknown
sankrail,1600,0,0,0,0,2485.773266,salinity,0,0,3664,2022,Unknown
bhagawanpur-ii,1669.6,7766.11,7766.11,0,3687.46,3687.46,safe,0,18020,18020,2022,Unknown
binpur-ii,1535.5,15746.18,10483.03,5263.15,821.84,783.39,safe,19842,38508,58350,2022,Unknown
amta-i,1600,4678.73,2701.64,1977.09,512.57,485.52,safe,5193,7172,12365,2022,Unknown
nagrakata,3468.3,21003.44,21003.44,0,436.49,436.49,safe,0,39749,39749,2022,Uttar Pradesh
gopiballavpur-ii,1535.5,5721.67,272.46,5449.21,2158.78,2485.773266,safe,19217,0,19217,2022,Unknown
chopra,1912.4,15725.71,14280.38,1445.33,5499.16,5419.89,safe,4808,43274,48082,2022,Unknown
garbeta-iii,1565.6,7221.06,4919.55,2301.51,3868.28,3833.15,safe,12569,18643,31212,2022,Unknown
mekliganj,3286.3,18073.08,18073.08,0,6746.72,6746.72,safe,0,30595,30595,2022,Unknown
mathurapur-i,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,14730,2022,Unknown
bharatpur-ii,1433.2,5891.34,0,5891.34,1000.57,2485.773266,safe,15850,0,15850,2022,Rajasthan
garbeta-ii,1565.6,7942.91,7149.35,793.56,4008.18,3631.68,safe,3926,35329,39255,2022,Unknown
manbazar-i,1363.3,3383.52,3383.52,0,396.12,396.12,safe,0,38132,38132,2022,Unknown
krishnanagar-i,1443.8,14016.78,14016.78,0,10546.58,10546.58,semi_critical,0,27319,27319,2022,Andhra Pradesh
mahisadal,1669.6,0,0,0,0,2485.773266,salinity,0,0,14648,2022,Unknown
salanpur,1348.2,2235.74,2235.74,0,1099.49,1099.49,safe,0,23157,23157,2022,Unknown
metiali,3468.3,10881.17,10881.17,0,548,548,safe,0,20491,20491,2022,Unknown
jaynagar-ii,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,18625,2022,Unknown
mandirbazar,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,11235,2022,Unknown
gopiballavpur-i,1535.5,8760.42,8760.42,0,5108.82,5108.82,safe,0,27583,27583,2022,Unknown
khandaghosh,1348.2,10900.13,0,10900.13,5195.95,2485.773266,safe,26523,0,26523,2022,Unknown
haldia,1669.6,0,0,0,0,2485.773266,salinity,0,0,6544,2022,Unknown
kalchini,3468.3,22187.75,22187.75,0,1113.93,1113.93,safe,0,42024,42024,2022,Unknown
sonarpur,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,15175,2022,Unknown
khejuri-ii,1669.6,0,0,0,0,2485.773266,salinity,0,0,13746,2022,Unknown
magrahat-ii,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,13693,2022,Uttar Pradesh
raina-i,1348.2,10544.96,0,10544.96,4560.62,2485.773266,safe,26607,0,26607,2022,Unknown
alipurduar-ii,3468.3,19617.66,19617.66,0,5500.92,5500.92,safe,0,32872,32872,2022,Unknown
galsi-ii,1348.2,7952.87,0,7952.87,1882.14,2485.773266,safe,21909,0,21909,2022,Unknown
itahar,1912.4,16705.64,16705.64,0,5601.88,5601.88,safe,0,36240,36240,2022,Unknown
canning-i,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,18787,2022,Unknown
debra,1565.6,16202.99,16202.99,0,9801.99,9801.99,safe,0,34241,34241,2022,Unknown
hasnabad,1623.6,0,0,0,0,2485.773266,salinity,0,0,15307,2022,Unknown
nandigram-iii,1669.6,0,0,0,0,2485.773266,salinity,0,0,13758,2022,Unknown
krishnanagar-ii,1443.8,5909.08,5909.08,0,3788.24,3788.24,semi_critical,0,12436,12436,2022,Andhra Pradesh
murarai-i,1469.3,2437.93,2437.93,0,690.42,690.42,safe,0,17130,17130,2022,Unknown
khejuri-i,1669.6,0,0,0,0,2485.773266,salinity,0,0,13051,2022,Unknown
kharagpur-i,1565.6,15598.22,0,15598.22,4150.05,2485.773266,safe,40396,0,40396,2022,Unknown
salbani,1565.6,17083.71,11368.3,5715.41,4979.55,4931.19,safe,21572,33767,55339,2022,Unknown
rajnagar,1469.3,2511.99,2511.99,0,271.49,271.49,safe,0,22148,22148,2022,Unknown
kandi,1433.2,8359.45,0,8359.45,3665.71,2485.773266,safe,22748,0,22748,2022,Unknown
puncha,1363.3,3443.14,3443.14,0,319.44,319.44,safe,0,33011,33011,2022,Unknown
bhangar-i,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,15362,2022,Unknown
murarai-ii,1469.3,5209.81,1713.41,3496.4,1453.05,529.25,safe,12910,5624,18534,2022,Unknown
rampurhat-ii,1469.3,5996.07,0,5996.07,976.23,2485.773266,safe,18419,0,18419,2022,Unknown
uluberia-i,1600,0,0,0,0,2485.773266,salinity,0,0,11438,2022,Unknown
jhargram,1535.5,19338,376.27,18961.73,2416.29,2485.773266,safe,51511,0,51511,2022,Unknown
simlapal,1537.7,9179.1,6357.74,2821.36,1638.14,1606.04,safe,10200,20815,31015,2022,Unknown
mohammad bazar,1469.3,4173.96,0,4173.96,688.84,2485.773266,safe,31564,0,31564,2022,Unknown
keshiary,1565.6,11058.6,11058.6,0,2794.26,2794.26,safe,0,29209,29209,2022,Unknown
bally jagachha,1600,0,0,0,0,2485.773266,salinity,0,0,7205,2022,Unknown
bankura-ii,1537.7,2893.93,2893.93,0,635.26,635.26,safe,0,22084,22084,2022,Unknown
harischandrapur-i,1447.6,6445.29,6445.29,0,3035.89,3035.89,safe,0,17142,17142,2022,Unknown
khanakul-i,1476.1,7444.14,7444.14,0,3536,3536,safe,0,17193,17193,2022,Unknown
canning-ii,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,21493,2022,Unknown
chanchal-ii,1447.6,6618,6618,0,2178.96,2178.96,safe,0,20522,20522,2022,Unknown
pursura,1476.1,4439.89,4439.89,0,2199.68,2199.68,safe,0,10043,10043,2022,Unknown
gangarampur,1584.9,15541.9,15541.9,0,7291.05,7291.05,safe,0,32581,32581,2022,Unknown
coochbehar-ii,3286.3,25029.9,25029.9,0,4865.73,4865.73,safe,0,38538,38538,2022,Unknown
mathurapur-ii,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,22745,2022,Unknown
ghatal,1565.6,10704.55,0,10704.55,4365,2485.773266,safe,23671,0,23671,2022,Unknown
balurghat,1584.9,19571.48,19571.48,0,11328.84,11328.84,safe,0,37950,37950,2022,Karnataka
coochbehar-i,3286.3,24522.97,24522.97,0,13733.26,13733.26,safe,0,36936,36936,2022,Unknown
khoyrasol,1469.3,3383.01,3383.01,0,1743.29,1743.29,safe,0,27219,27219,2022,Unknown
beldanga-ii,1433.2,7632.59,7632.59,0,3800.48,3800.48,safe,0,20793,20793,2022,Unknown
bhagawanpur-i,1669.6,6658.24,6658.24,0,636.73,636.73,safe,0,17424,17424,2022,Unknown
panskura-i,1669.6,9077.81,9077.81,0,1381.92,1381.92,safe,0,24690,24690,2022,Unknown
chakdah,1443.8,12220.81,12220.81,0,7254.05,7254.05,safe,0,25959,25959,2022,Unknown
sarenga,1537.7,6773.85,3483.24,3290.61,2260.04,2233.19,safe,12276,10102,22378,2022,Unknown
mathabhanga-i,3286.3,17863.99,17863.99,0,4366.77,4366.77,safe,0,32310,32310,2022,Unknown
chanditala-i,1476.1,3882.83,0,3882.83,1511,2485.773266,safe,9345,0,9345,2022,Unknown
diamond harbour-i,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,8061,2022,Nagaland
patharpratima,0,7134.088823,3646.105329,3414.604293,0,2485.773266,salinity,0,0,48448,2022,Unknown
kotulpur,1537.7,10780.6,7002.77,3777.83,6662.08,6619,safe,12000,13038,25038,2022,Unknown
narayangarh,1565.6,23112.54,23112.54,0,11908.2,11908.2,safe,0,49949,49949,2022,Unknown
hilli,1584.9,5027.34,5027.34,0,3739.09,3739.09,semi_critical,0,9079,9079,2022,Unknown
chinsurah-magra,1476.1,2727.76,1986.54,741.22,1685.61,1671.78,safe,2374,5812,8186,2022,Uttar Pradesh
rajganj,3468.3,33755.1,30350.5,3404.6,2020.5,1995.22,safe,6366,57297,63663,2022,Unknown
rampurhat-i,1469.3,4084.35,0,4084.35,745.07,2485.773266,safe,29388,0,29388,2022,Unknown
contai-i,1669.6,0,0,0,0,2485.773266,salinity,0,0,15527,2022,Unknown
balarampur,1363.3,3076.63,3076.63,0,343.79,343.79,safe,0,30088,30088,2022,Unknown
alipurduar-i,3468.3,20327.1,20327.1,0,1386.19,1386.19,safe,0,37859,37859,2022,Unknown
bagmundi,1363.3,3256.96,3256.96,0,376.72,376.72,safe,0,42795,42795,2022,Unknown
jaypur,1537.7,11700.49,5202.7,6497.79,5177.88,5139.01,safe,17700,8682,26382,2022,Unknown
kushmundi,1584.9,16386.6,16386.6,0,10423.34,10423.34,semi_critical,0,31064,31064,2022,Unknown
barasat-i,1623.6,5490.58,5490.58,0,3742.55,3742.55,semi_critical,0,11404,11404,2022,Unknown
ragunathganj-ii,1433.2,4736.87,4736.87,0,1299.19,1299.19,safe,0,14091,14091,2022,Madhya Pradesh
raina-ii,1348.2,9369.21,0,9369.21,4573.87,2485.773266,safe,22728,0,22728,2022,Unknown
jhalda-i,1363.3,2797.2,2797.2,0,612.56,612.56,safe,0,31509,31509,2022,Unknown
chanchal-i,1447.6,5921.01,5921.01,0,2389.93,2389.93,safe,0,16215,16215,2022,Unknown
